"","X.TwoWayPipelines.NPI2.NPI2Threshold","X.TwoWayPipelines.NPI2.NPI2FlowThreshold","X.TwoWayPipelines.NPI.NPIThreshold","X.TwoWayPipelines.NPI.NPIFlowThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineThreshold","X.TwoWayPipelines.BrisbanetoNthPineInterconnector.BrisbanetoNthPineFlowThreshold","X.TwoWayPipelines.MaroochytoBaroonInterconnector.MaroochytoBaroonThreshold","X.TwoWayPipelines.EwenMaddocktoBaroonInterconnector.EwenMaddocktoBaroonThreshold","X.TwoWayPipelines.EPI.EPIThreshold","X.TwoWayPipelines.EPI.EPIFlowThreshold","X.TwoWayPipelines.SPI.SPIThreshold","X.TwoWayPipelines.SPI.SPIFlowThreshold","X.WCRWS.PRWThreshold","X.TugunDesalination.TugunDesalOneThirdThreshold","X.TugunDesalination.TugunDesalTwoThirdsThreshold","X.TugunDesalination.TugunDesalFullThreshold","X.SpillVolumes.TotalSpillVolume","X.MinimumSystemStorageNegation","X.Costs.TotalCost","X.Costs.SwitchingCost","X.Costs.PumpingCost","X.Costs.TugunDesalCost","X.Costs.TreatmentCost","X.Costs.PRWCost","X.TugunDesalination.TugunDesalProductionTotal","X.WCRWS.PRWInflow","X.TwoWayPipelines.TwoWayPipelineFlows","X.SwitchCounts.TotalSwitchCount","X.SwitchCounts.BrisbanetoNthPineSwitchCount","X.SwitchCounts.EPISwitchCount","X.SwitchCounts.EwentoBaroonSwitchCount","X.SwitchCounts.MaroochytoBaroonSwitchCount","X.SwitchCounts.NPI2SwitchCount","X.SwitchCounts.NPISwitchCount","X.SwitchCounts.SPISwitchCount","X.EnvironmentalFlows.EnvFlowDeficit","X.Reliability.TotalVolumetricReliability"
"539",0.9101452056,0.9438114893,0.8697434647,0.9969012408,0.5897674055,0.0017149407,0.7534763505,0.9993713002,0.2095397995,0.8804413148,0.3817243084,0.076368578,0.6781531128,0.5167198486,0.7558280758,0.3614619056,440235.095432207,425232.890788974,5509512370.20109,280000,37601285.9957281,308965179.658801,4510628475.42659,652037429.11997,442033.480000006,232,213.897,7,0,0,1,4,1,1,0,36709.2494339275,0.9357585605
"541",0.8815035494,0.8394110162,0.9141231117,0.9853166379,0.6098122564,0.0473826396,0.9802315794,0.9325295819,0.0197064208,0.5130876159,0.0171090235,0.0374854215,0.929346902,0.3619291353,0.7958853754,0.2605465379,431544.157901771,415788.970577842,5465544746.23542,120000,30568545.651619,270422987.35199,4512395784.11184,652037429.11997,384423.200000011,232,349.897,3,0,0,1,1,1,0,0,36409.1944962633,0.9391194624
"543",0.9484775822,0.8521476061,0.9992382589,0.8834976657,0.3681453114,0.0625016978,0.954427823,0.9816072195,0.0918761848,0.7788051998,0.6326567929,0.0090935074,0.8272111375,0.181541165,0.0967568463,0.0961783459,326520.247377264,340311.332078312,5219120179.21195,120000,26291146.0276859,11636537.5055987,4529035066.55869,652037429.11997,27419.2800000018,232,349.897,3,0,0,1,1,1,0,0,38107.1623603393,0.9358948411
"545",0.9388089344,0.8562723258,0.983487115,0.9999352601,0.3730322447,0.0062861824,0.9145220192,0.9921305419,0.0045977147,0.9734856767,0.3956180807,0.0038836115,0.5278058617,0.0716713215,0.993907974,0.278741344,494524.289297805,419865.252440098,5465054487.13876,120000,24966758.0776009,281979594.464393,4505950705.47679,652037429.11997,401697.24000001,232,189.897,3,0,0,1,1,1,0,0,36321.750214752,0.9032406314
"547",0.8593873055,0.7187804075,0.9344110627,0.9998624861,0.2259230544,0.0037132906,0.8890164801,0.864728785,0.4549518691,0.8594113315,0.4930245496,0.0176432891,0.9249968246,0.597288607,0.0304857437,0.1924886688,388628.614911421,384558.033448845,5319721842.47652,120000,24944849.8473724,124599615.142792,4518019948.36638,652037429.11997,167949.74000001,232,189.897,3,0,0,1,1,1,0,0,36373.8924267345,0.9031561435
"549",0.975638972,0.9300519632,0.7435545275,0.0742540078,0.1941866724,0.0035782222,0.8850466681,0.931241267,0.0679447552,0.7180609563,0.6952298344,0.6222267854,0.8614430153,0.3880297439,0.0371841443,0.2810946263,313506.330608934,341262.156516046,5454874447.68167,400000,46421470.6964774,237878111.377192,4518137436.48804,652037429.11997,341323.220000005,232,131.898,10,0,0,1,7,1,1,0,39425.8136273691,0.9499402283
"550",0.7938350004,0.7042053911,0.9748276083,0.9998834598,0.0074935814,0.0559762154,0.839171618,0.843630961,0.6174698244,0.8374292706,0.6344478258,0.1142123306,0.924569046,0.5410066622,0.0603104593,0.4948945395,384792.110528854,419151.90653094,5513513907.22951,200000,40196202.6930361,310080441.316803,4510999834.0997,652037429.11997,445996.88,232,349.897,5,0,0,1,1,3,0,0,36409.8425856577,0.9452639931
"555",0.9593733589,0.9823929992,0.997030464,0.9954256606,0.2991885607,0.480919733,0.9898072995,0.9912265191,0.1305790654,0.4554806249,0.67442469,0.0033323707,0.3667386609,0.0609148488,0.1373403769,0.1380577083,314427.92358093,248134.504260692,5217592486.44267,120000,28404560.2020495,15605933.1455987,4521424563.97506,652037429.11997,34697.0400000002,232,349.897,3,0,0,1,1,1,0,0,36364.5767233402,0.9270455338
"556",0.9306121616,0.9573777024,0.9999334968,0.8126983869,0.1310768659,0.4303786302,0.7259396492,0.9500606941,0.0990960221,0.4318942412,0.6762560406,0.5702104892,0.708543569,0.0029425422,0.0596841571,0.110728092,304688.220284241,163976.036994742,5289013089.3191,200000,51448805.1691475,64325644.9247983,4521001210.10518,652037429.11997,102814.319999999,232,349.897,5,0,0,1,3,1,0,0,36479.6819022481,0.9389002128
"557",0.8563707874,0.9110862967,0.9254895771,0.8692160272,0.0291438394,0.0077405465,0.7473707661,0.9014175996,0.0056610692,0.0131710778,0.4708952765,0.0094072967,0.0095698809,0.0272571115,0.0206759658,0.0066727705,362565.676755885,336198.48212064,5172596403.51955,200000,19685082.7036237,1211472.84720004,4499462418.84875,652037429.11997,14571.4799999993,0,163.172,5,0,0,1,3,1,0,0,37265.6486974164,0.8147646293
"559",0.9559867493,0.546664935,0.9573086065,0.9998624861,0.3911462886,0.0062543258,0.6091950818,0.7593594625,0.5609802236,0.9333831244,0.4930245496,0.0018403407,0.9534022749,0.7117347882,0.0078122069,0.0496938374,386638.989584252,380438.5313713,5314883782.27089,200000,24897002.4117262,119448541.581592,4518300809.15761,652037429.11997,160286.280000008,232,189.897,5,0,0,3,1,1,0,0,36366.5077131473,0.90257375
"560",0.6084460539,0.6938493437,0.9664236726,0.9996117992,0.6598168546,0.0540809179,0.846928755,0.7981459048,0.1183448638,0.3376316674,0.6839048778,0.6553700893,0.9939005981,0.0321060172,0.1091976374,0.5457404423,332701.359592349,388352.624240921,5529575748.84694,200000,48942600.9835823,316966877.598005,4511428841.14538,652037429.11997,456043.7,232,349.897,5,0,0,3,1,1,0,0,36265.4006441483,0.9449052388
"561",0.8531433858,0.9172869601,0.9368030027,0.9873867591,0.4546346959,0.0421091121,0.9759075655,0.9987687342,0.3168723654,0.7506941017,0.2713402098,0.0010190659,0.8530174373,0.1323427314,0.8441842134,0.1102321153,429460.566570823,409056.865024359,5419637138.05372,520000,26136462.7138483,227705895.093592,4513237351.12631,652037429.11997,320572.560000015,232,349.897,13,0,0,1,1,11,0,0,36332.5098637789,0.9283460409
"562",0.9983239734,0.6194937632,0.9619921811,0.9177853243,0.6622127762,0.0112476801,0.7601488033,0.6335581539,0.3456350856,0.784759833,0.2816706392,0.0001725091,0.7160220676,0.0501302437,0.0087092066,0.0793758117,356398.661997441,348684.614149645,5203932640.50735,200000,24557287.8679519,1211472.84720004,4525926450.67223,652037429.11997,14571.4799999993,232,189.897,5,0,0,1,3,1,0,0,36157.0456546913,0.905017473
"563",0.9192381735,0.9303231565,0.982511718,0.9437146606,0.9498098399,0.9630726829,0.8068660763,0.9953329862,0.6041001404,0.3693787494,0.9784075506,0.3758033536,0.7505185013,0.0875733331,0.1685733264,0.0872927067,309552.73102283,197001.312325668,5316856658.91553,200000,49395420.1470899,96349053.2760026,4518874756.37247,652037429.11997,143105.339999998,232,349.897,5,0,0,1,3,1,0,0,36399.382813519,0.9383412576
"564",0.9639137868,0.904683896,0.8121451817,0.8241510568,0.4427081677,0.0470212689,0.939253348,0.9753214967,0.7065690605,0.3022635593,0.7422983307,0.05049485,0.6875740654,0.4025968809,0.9862569868,0.0838391649,380599.668558917,395583.49728722,5430177629.80762,120000,32843848.5024147,227705895.093592,4517470457.09164,652037429.11997,320572.560000015,232,349.897,3,0,0,1,1,1,0,0,39164.527132224,0.9469240179
"565",0.8815035494,0.7786890769,0.9141231117,0.9976807641,0.5063830445,0.0528854593,0.9802315794,0.9325295819,0.0123440089,0.5130876159,0.0305249286,0.0374854215,0.929346902,0.3619291353,0.7958853754,0.241515533,423868.613045424,414390.720869601,5453696977.76477,120000,30465832.410779,257716770.10799,4513356946.12603,652037429.11997,365430.800000014,232,349.897,3,0,0,1,1,1,0,0,36392.1336933958,0.9399097883
"567",0.93359169,0.6545368657,0.9917835177,0.9995675271,0.2341347805,0.0563597485,0.9134515608,0.982019283,0.6797197578,0.5247989735,0.6549577017,0.0666942215,0.585897819,0.5136752377,0.316796921,0.1911110404,338445.546320081,387907.25107331,5395063737.303,120000,35722867.2969598,187362514.483195,4519820926.40287,652037429.11997,263326.700000002,232,349.897,3,0,0,1,1,1,0,0,36414.3121581923,0.9447434056
"570",0.941685939,0.6435614006,0.858597128,0.9941845214,0.9219675972,0.625406516,0.7779090897,0.9791388787,0.0569778622,0.4290136954,0.2033455188,0.9095306396,0.5284369089,0.1700247268,0.1118217358,0.1253356257,304411.942924276,189725.793061722,5324727754.18762,200000,51692853.7525475,102607093.444798,4518190377.87031,652037429.11997,152194.559999999,232,349.897,5,0,0,1,3,1,0,0,36466.1154561682,0.937942437
"571",0.7279055876,0.7602541412,0.8874820565,0.3863679613,0.2872006028,0.0062495034,0.9737221602,0.9461377167,0.7004241072,0.7944202832,0.5398933009,0.7575885651,0.7934567475,0.0683424464,0.129553763,0.0799962461,314755.707094609,269765.185698351,5237811163.85858,200000,46493869.2745688,3940321.30800004,4535139544.15604,652037429.11997,18258.2400000002,232,144.897,5,0,0,1,1,3,0,0,38782.1595330482,0.9482787742
"573",0.9863930468,0.1303625648,0.9548327855,0.9997399228,0.6179599428,0.000781075,0.9953966661,0.9425151147,0.1289969311,0.4574413425,0.8188181134,0.0337379776,0.8900873426,0.2639574567,0.8541506988,0.2323675215,442639.185747244,414986.158215936,5435250674.0851,120000,29918525.9766903,240472618.133989,4512702100.85445,652037429.11997,339655.400000022,232,189.897,3,0,0,1,1,1,0,0,36319.2526520759,0.915680721
"574",0.9804113235,0.8655205785,0.9714898322,0.9927128955,0.2598081634,0.0518191637,0.811092671,0.9983541673,0.3303812466,0.6348249287,0.7646572777,0.0621211488,0.7700899945,0.1523286273,0.8219406515,0.1294338703,370854.302587493,406827.259177356,5432064295.20517,200000,35214571.4807307,227705895.093592,4516906399.51088,652037429.11997,320572.560000015,232,349.897,5,0,0,1,3,1,0,0,36382.895859018,0.9440991822
"575",0.9764350269,0.9193228817,0.6178593349,0.0742540078,0.0481567049,0.1097442903,0.9468566439,0.931241267,0.8449482053,0.4236380528,0.0863724766,0.5990197893,0.815599024,0.0972187134,0.005122382,0.3221159516,313189.811212969,321731.472436628,5462308067.4846,200000,48469518.2934774,247393652.822391,4514207467.24876,652037429.11997,358770.159999998,232,304.897,5,0,2,1,1,1,0,0,39663.7883248107,0.9592826591
"576",0.901662208,0.8230373957,0.8512175002,0.994623497,0.6611624601,0.5604202751,0.6547729417,0.959297824,0.0134987412,0.9331084363,0.6529773111,0.5009295888,0.3887299999,0.2035866375,0.0123866964,0.0119680999,304831.846327349,165585.390236103,5294532157.10445,200000,51752384.3134748,69654288.6479978,4520888055.02301,652037429.11997,98920.0799999981,232,349.897,5,0,0,1,3,1,0,0,36543.0682854495,0.9378845476
"577",0.9076171174,0.9263226765,0.9690980666,0.9918412042,0.408703083,0.0084173359,0.896656849,0.8401698273,0.1443572335,0.3870396508,0.6498522694,0.0001081461,0.9138400636,0.0293616141,0.9612329721,0.3092688438,506530.953249356,422753.619178652,5479474108.1997,200000,24599318.9253547,297832113.121197,4504805247.03318,652037429.11997,425392.52000001,232,189.897,5,0,0,3,1,1,0,0,36297.3440290735,0.9032737946
"578",0.922700508,0.9959852702,0.9873072971,0.988233385,0.620060015,0.0176515391,0.9975918442,0.8822197375,0.6107113546,0.5019683814,0.5184456303,0.0284768843,0.7896565777,0.119029037,0.192557472,0.0164647902,357290.259234293,360058.600235694,5225765169.13735,120000,27871215.5261428,18948987.8423982,4526787536.64884,652037429.11997,38535.4199999976,232,189.897,3,0,0,1,1,1,0,0,36331.925854355,0.9115190099
"580",0.9438145906,0.9649955286,0.8731768809,0.7646708376,0.3214627999,0.7922288661,0.8709369778,0.6689142005,0.0497046468,0.4559710676,0.8832740165,0.4281563276,0.9809249862,0.0047787375,0.1037181061,0.0315077084,308792.446467416,146804.423972773,5265498580.52057,200000,51133006.1138918,39663428.4311987,4522464716.85551,652037429.11997,66521.2800000003,232,349.897,5,0,0,3,1,1,0,0,36848.0391605132,0.9378530626
"583",0.9953733196,0.7776865856,0.8042157525,0.9944071169,0.8965463625,0.8250053148,0.9989486932,0.93811738,0.8462781205,0.7397461227,0.6078851218,0.9326390351,0.4670443571,0.0792886304,0.1778311323,0.0464789603,303589.268345277,191735.631718165,5325860117.06037,200000,51682157.6951017,103915405.826403,4518025124.4189,652037429.11997,153327.720000001,232,349.897,5,0,2,1,1,1,0,0,36494.838730408,0.9381158895
"585",0.9962453728,0.6537144919,0.8965000301,0.9981796194,0.6305438577,0.0143411956,0.8569074859,0.9635228334,0.3200002696,0.7560282115,0.5237904243,0.0037460078,0.0255367064,0.0753945577,0.1906959581,0.2392182755,374258.202593437,374722.093045009,5266168763.54317,120000,24926625.8991485,88131867.7259927,4500952840.79806,652037429.11997,136098.900000007,0,180.172,3,0,0,1,1,1,0,0,36379.9945868431,0.8324012788
"586",0.9524700761,0.6435614006,0.6979367117,0.9967025886,0.4346663829,0.6060579195,0.7666753004,0.9791388787,0.071955877,0.4290136954,0.1867480327,0.9259011087,0.5016679942,0.1700247268,0.4875338256,0.1564383545,308034.175451567,252280.055720362,5441855621.34546,200000,51691397.1714326,228694873.570792,4509231921.48326,652037429.11997,325134.460000001,232,349.897,5,0,0,1,3,1,0,0,36475.4430395456,0.9379120106
"595",0.8834293054,0.976046566,0.8824317966,0.9975825434,0.4038451734,0.019657565,0.9619873532,0.9884585956,0.5838350752,0.9678550291,0.4880513108,5.4470961589892e-07,0.6626624692,0.1450206652,0.9954560815,0.5281293604,529109.390339707,435000.354797461,5511287590.2909,160000,26757328.9807732,329537150.434808,4502795681.75535,652037429.11997,472783.08,232,211.898,4,0,0,1,1,1,1,0,35595.0284415878,0.9120197848
"598",0.7639088046,0.997195962,0.8724244484,0.7644450707,0.6463178077,0.0431013373,0.9733269129,0.7441485018,0.4097942317,0.8009046234,0.4856302894,0.0568192103,0.9854799613,0.2296913629,0.6832064835,0.0734152151,376907.341327915,392473.752117901,5431575392.3763,280000,33601405.7218221,227705895.093592,4517950662.44092,652037429.11997,320572.560000015,232,349.897,7,0,0,3,1,3,0,0,38295.4383099501,0.947959919
"599",0.9421715501,0.9996625363,0.9240733892,0.8424576532,0.4159419101,0.6502687532,0.8298599613,0.9784775862,0.2158805395,0.6242021383,0.7588945381,0.855004464,0.6834400593,0.001667163,0.0845038304,0.067093635,303819.182233264,133447.025150276,5247821345.59023,200000,51515605.9768322,19941262.698,4524127047.79543,652037429.11997,40232.4999999992,232,349.897,5,0,0,1,3,1,0,0,36749.2167553707,0.9385225371
"601",0.9821209293,0.9937449589,0.991322609,0.9983414107,0.0596753618,0.4344485041,0.9680933159,0.9106345243,0.368078837,0.6446907922,0.7539219489,0.8681061811,0.600631844,0.2415253962,0.367819324,0.1168819791,302352.817359853,239532.77216741,5408300976.82751,200000,52155069.4383838,189598812.446397,4514309665.82275,652037429.11997,269245.199999999,232,349.897,5,2,0,1,1,1,0,0,36369.4388012492,0.9374901816
"602",0.8532930651,0.7014142755,0.9019725913,0.0032529535,0.4827358119,0.0023226814,0.0569127096,0.4502246864,0.0747541779,0.0025209612,0.8183029525,8.89605647717857e-05,0.0170039931,0.0454543161,0.0993458042,0.0111270041,376480.559375433,325848.758565297,5169596099.65709,160000,18239574.8607297,1211472.84720004,4497947622.82919,652037429.11997,14571.4799999993,0,120.171,4,0,0,3,0,1,0,0,36410.0079275006,0.8100951315
"604",0.9718928901,0.80943086,0.9956702567,0.991725577,0.6915623363,0.0002835411,0.983328052,0.9900907567,0.571046398,0.5048226431,0.6368554127,0.0078497186,0.7308746506,0.088172932,0.332637245,0.560100712,526422.673896117,434490.204188091,5504749790.00282,120000,24916957.0309707,325086829.561207,4502588574.29068,652037429.11997,467396.58,232,189.897,3,0,0,1,1,1,0,0,36396.4947337738,0.9033857605
"605",0.6284817186,0.8122290098,0.9484935656,0.9963383559,0.9824466855,0.0040265876,0.6840805593,0.9936445919,0.2746997975,0.9782004144,0.9977213991,0.0035014468,0.9326748883,0.5631576518,0.5575759034,0.3676963891,513120.384777348,425186.006725963,5485103567.00515,200000,24866107.8911788,303675210.367199,4504324819.6268,652037429.11997,435120.140000005,232,189.897,5,0,0,1,3,1,0,0,36253.2249182643,0.9022947065
"606",0.9172908818,0.8516775267,0.968200688,0.9928127487,0.1895080066,0.0002336036,0.8418676062,0.9340301973,0.1976355487,0.6973313312,0.9528991749,0.0606032204,0.9803148456,0.0542715039,0.78597632,0.2680225738,426949.317586907,416827.937463696,5472185261.11862,200000,33969310.6359677,273871817.746791,4512106703.61589,652037429.11997,389578.280000011,232,189.897,5,0,0,1,3,1,0,0,36292.4938819467,0.9248429796
"607",0.9413045313,0.9100334436,0.8832163003,0.8790163135,0.7275140058,0.8978277112,0.9543138274,0.598920601,0.7885829794,0.5600962064,0.4023119838,0.8095952429,0.9709281164,0.0016761837,0.184957348,0.0510352336,306896.452756735,194292.652093988,5330575898.84514,120000,51509843.9714113,109497141.314404,4517411484.43936,652037429.11997,160868.819999999,232,349.897,3,0,0,1,1,1,0,0,36425.0521995734,0.937595097
"608",0.8062230979,0.5692422897,0.9502322073,0.9995716341,0.3517283478,0.0087759801,0.8984093955,0.9868136348,0.4139512549,0.6704619918,0.8797857875,0.0081254892,0.8474833654,0.7833843735,0.662479988,0.2072997729,461213.922020068,412377.990300757,5418054333.89672,200000,24918882.9867294,230912702.30279,4509985319.48723,652037429.11997,325365.880000017,232,189.897,5,0,0,1,1,3,0,0,36362.8357026616,0.9028776011
"611",0.98177106,0.6162296002,0.997278197,0.9617163324,0.2860009539,0.9926258204,0.9117736384,0.8219659495,0.627660265,0.7013927852,0.3060953032,0.9902767626,0.7593939242,0.1048480066,0.1999506547,0.0040058693,304268.409184262,200764.079410497,5339072484.12272,200000,51637877.8152149,118055802.396005,4517141374.79153,652037429.11997,172431.839999999,232,349.897,5,0,0,3,1,1,0,0,36429.2583120446,0.9379978091
"612",0.9986856808,0.5871577893,0.9893265882,0.3979567791,0.3759150302,0.0006186003,0.9834558867,0.9991285523,0.3153546782,0.7164499692,0.7928179428,0.6582266521,0.95568475,0.1073480794,0.2647637705,0.0575488849,313266.304796518,312696.24476993,5364015205.38481,120000,46487521.3330175,139886590.082403,4525483664.84942,652037429.11997,201925.919999999,232,144.897,3,0,0,1,1,1,0,0,39247.9015518563,0.948566356
"613",0.9248109239,0.58108336,0.7926991774,0.4015573117,0.9214808017,0.0050151857,0.9806443995,0.9507811497,0.2451475917,0.6049006125,0.5328397585,0.3711844821,0.0135065231,0.07490835,0.1131704156,0.0713279893,318375.248606659,269346.248093558,5214288989.69973,120000,44858588.712543,1211472.84720004,4516061499.02002,652037429.11997,14571.4799999993,0,144.897,3,0,0,1,1,1,0,0,39349.9608475802,0.8767014222
"614",0.8446268226,0.4494942014,0.9786668959,0.9658813676,0.6784554117,0.0443498695,0.9102142471,0.975899636,0.2833214326,0.8006502659,0.6539160273,0.0165287254,0.6994751269,0.9680477956,0.2153798238,0.1373059528,363556.033279368,382084.892142475,5333107043.15807,440000,26080653.7136941,133855188.297595,4520693772.02682,652037429.11997,181616.820000014,232,349.897,11,0,0,1,1,9,0,0,36333.9217072603,0.92991652
"615",0.8678156789,0.7442245688,0.8953248996,0.9989252954,0.7632866052,0.0015217938,0.9982095738,0.7561964606,0.090557475,0.4608383856,0.9724650418,0.0107311962,0.980211691,0.1425455624,0.7831208589,0.3079637968,507229.965874563,422920.075219612,5479158988.19431,200000,24929577.4042921,297408572.546397,4504583409.12365,652037429.11997,424759.44000001,232,189.897,5,0,0,3,1,1,0,0,36342.7451407444,0.9028558148
"616",0.8609457033,0.9328585321,0.9330887415,0.9595512262,0.7391835627,0.000697845,0.7559727889,0.9719440684,0.5228372742,0.9694970784,0.8165859833,0.0321697071,0.6468113917,0.932851758,0.3051291699,0.1962341433,408060.357066572,393197.944874293,5389141560.99117,200000,29244791.6505018,191589829.149595,4516069511.0711,652037429.11997,267133.160000004,232,189.897,5,0,0,1,3,1,0,0,36237.9599627419,0.9161235603
"620",0.8854251619,0.8090024569,0.9557595151,0.8446442785,0.6111887882,0.7010378205,0.9964101498,0.8140562464,0.5827993811,0.4583252273,0.9982180419,0.9793024601,0.6699644336,0.1872761789,0.0990616874,0.0864701884,304727.053220811,166349.049569029,5297716575.07006,200000,51490056.7549922,73453326.4499971,4520535762.7451,652037429.11997,107112.879999999,232,349.897,5,0,0,3,1,1,0,0,36756.3448390358,0.9381718776
"621",0.7627806617,0.7435732159,0.992164566,0.5626730085,0.9488238748,0.0088983325,0.7840384755,0.8653151081,0.859515405,0.5627743725,0.9587313974,0.4322274509,0.4286946214,0.172725543,0.030129365,0.2320813551,316457.724219329,321495.430073219,5400180688.50299,1000000,46366672.6893429,178558605.497993,4522217981.19568,652037429.11997,262528.699999996,232,144.897,25,0,18,1,3,3,0,0,38299.4446378861,0.9484088346
"622",0.9939814672,0.4020752112,0.9708291131,0.9496578248,0.5392980162,0.006085951,0.970990606,0.809086824,0.6955648949,0.5665276318,0.6369827673,0.0168557525,0.0229059756,0.0030574357,0.0916731502,0.1473129747,356218.86357315,344053.585156462,5184309499.6632,200000,24678538.2612723,1211472.84720004,4506182059.43475,652037429.11997,14571.4799999993,0,180.172,5,0,0,3,1,1,0,0,36245.925439132,0.8293203189
